ItemSK	WarehouseSK	CostCenterSK	IssueDateSK	Description
8460	3	5	20230801	از خط کیک جهت ارسال امانی به کارگاه گروه*تاریخ 1402.05.10*ماشین سوم*راننده: محسن حیاتی*موبایل: 09191549073*پلاک ماشین: 16-473ع48*
25406	3	5	20230802	از خط کیک جهت ارسال امانی به کارگاه گروه*تاریخ 1402.05.10*ماشین چهارم*راننده: محسن حیاتی*موبایل: 09191549073*پلاک ماشین: 16-473ع48*
23246	3	13	20221228	خرید جهت پروژه دبی بوده ک جهت نصب بروی تابلو برق در گروه صنعتی لینا رسید شده است - یا هماهنگی آقای عربی و آقای آزادبخت
20902	3	13	20221228	خرید جهت پروژه دبی بوده ک جهت نصب بروی تابلو برق در گروه صنعتی لینا رسید شده است - یا هماهنگی آقای عربی و آقای آزادبخت
23394	3	13	20221228	خرید جهت پروژه دبی بوده ک جهت نصب بروی تابلو برق در گروه صنعتی لینا رسید شده است - یا هماهنگی آقای عربی و آقای آزادبخت
23561	3	8	20221228	ارسال فیدر دراژه خط 3 چیپس به کارگاه گروه جهت تعمیر پیرو درخواست 5873*
17641	3	1	20221228	NULL
23534	3	13	20221229	پیرو درخواست 5834 جهت ارسال به تعمیر
1916	3	29	20221229	NULL
4214	3	NULL	20221230	NULL
2106	3	32	20221230	NULL
1244	3	15	20221230	NULL
23564	3	13	20221231	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 5875
21097	3	6	20230611	پیرو درخواست 1788 جهت ارسال به کارگاه*
895	3	40	20230612	NULL
894	3	40	20230612	NULL
891	3	40	20230612	NULL
16767	3	13	20230613	NULL
7638	3	13	20230613	پیرو درخواست 1827 جهت ارسال به کار گاه*
22554	3	13	20230613	پیرو درخواست 1827 جهت ارسال به کار گاه*
24846	3	13	20230613	پیرو درخواست 1827 جهت ارسال به کار گاه*
17909	3	1	20230613	پیرو درخواست 1361 جهت ارسال به تعمیر هوشمند سیستم*
19729	3	13	20230613	پیرو درخواست 1829 جهت ارسال به کارگاه *
6816	3	46	20230613	پیرو درخواست 1832 جهت ارسال به کارگاه*
24790	3	13	20230614	پیرو درخواست 1843 جهت ارسال به تعمیر ماه صنعت*
24850	3	8	20230614	پیرو درخواست 486 جهت تعمیر شرکت تکلا*بهمراه یک عدد شفت و 2 عدد بلبرینگ *
24852	3	31	20230615	پیرو درخواست 1772 جهت ارسال به تعمیر آرمانسیس*
960	3	31	20230615	پیرو درخواست 1772 جهت ارسال به تعمیر آرمانسیس*
502	3	31	20230615	پیرو درخواست 1772 جهت ارسال به تعمیر آرمانسیس*
18992	3	13	20230617	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شمذاره 1678
7944	3	13	20230617	برگشت به انبار جهت ارسال به شارژ - پیرو درخواست شماره 1765
5639	3	13	20230617	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1767
934	3	28	20230617	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1679
24440	3	46	20230617	پیرو درخواست 1839 جهت ارسال به کارگاه*
6843	3	46	20230617	پیرو درخواست 1839 جهت ارسال به کارگاه*
18607	9	NULL	20230619	NULL
21778	3	8	20230619	پیرو درخواست 1880 جهت ارسال به کار گاه *
7638	3	13	20230619	پیرو درخواست 1881 جهت ارسال به کارگاه*
24859	3	13	20230619	پیرو درخواست 1884 جهت ارسال به کارگاه *
5416	3	13	20230619	پیرو درخواست 1893 جهت ارسال به کارگاه *
6881	3	46	20230824	ارسال نمونه ساخت به کارگاه گروه پیرو درخواست 2706*
23742	3	46	20230824	ارسال نمونه ساخت به کارگاه گروه پیرو درخواست 2706*
13122	3	7	20230824	ارسال یک عدد اینورتر ویبره BROVIND آجیل به همراه یک عدد برد به آناالکتریک پیرو درخواست 2707*
23651	10	15	20230826	NULL
23654	10	15	20230826	NULL
23655	10	15	20230826	NULL
23656	10	15	20230826	NULL
23648	10	15	20230826	NULL
23618	10	15	20230826	NULL
23649	10	15	20230826	NULL
6857	3	15	20230826	برگشت به انبار دستگاه سیل کن حداد ماشین ( قوطی پر کن ) جهت فروش به کارگاه گروه با هماهنگی خانم جلالی*
25470	3	15	20230826	برگشت به انبار 2 عدد چکش استریل خط شیرخشک باز شده از 2 عدد قیف استیل داخل انبار ماشین آلات جدید* جهت فروش به شرکت پارسامهر هماهنگی خانم جلالی*
20775	3	13	20230827	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 2672
24912	3	31	20230827	برگشت به انبار جهت فروش به پتروفیلم
15617	3	13	20230827	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 2726
14374	3	31	20230827	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 2744
681	3	5	20230827	باز شده از خط کیک در تاریخ 1402/06/02 جهت ارسال امانی به کارگاه گروه *
7214	3	30	20230328	NULL
15942	3	30	20230328	NULL
13867	3	30	20230328	NULL
10665	3	30	20230328	NULL
13153	3	30	20230328	NULL
482	3	30	20230328	NULL
481	3	30	20230328	NULL
480	3	30	20230328	NULL
960	3	30	20230328	NULL
312	3	30	20230328	NULL
639	3	30	20230328	NULL
15942	3	30	20230328	NULL
10665	3	30	20230328	NULL
2076	3	30	20230328	NULL
13153	3	30	20230328	NULL
481	3	30	20230328	NULL
480	3	30	20230328	NULL
960	3	30	20230328	NULL
482	3	30	20230328	NULL
639	3	30	20230328	NULL
314	3	30	20230328	NULL
313	3	30	20230328	NULL
15942	3	30	20230328	NULL
2076	3	30	20230328	NULL
2484	3	30	20230328	NULL
13153	3	30	20230328	NULL
482	3	30	20230328	NULL
480	3	30	20230328	NULL
481	3	30	20230328	NULL
960	3	30	20230328	NULL
312	3	30	20230328	NULL
2076	3	30	20230328	NULL
10665	3	30	20230328	NULL
13153	3	30	20230328	NULL
481	3	30	20230328	NULL
480	3	30	20230328	NULL
502	3	30	20230328	NULL
482	3	30	20230328	NULL
639	3	30	20230328	NULL
312	3	30	20230328	NULL
15942	3	30	20230328	NULL
2076	3	30	20230328	NULL
2590	3	30	20230328	NULL
10665	3	30	20230328	NULL
649	3	15	20230329	برگشت از اتاق فرمول جهت مرجوع به شرکت پارسامهر - به صورت امانی نزد گروه صنعتی لینا بوده است - (بدون مارک - سرند ویبره ای ایسناده گرد - کرمی رنگ ) )
13906	3	13	20230330	جهت ارسال امانی به پترو فیلم*23 تیکه جعبه قرمز
8018	3	31	20230330	جهت تحویل به خانم موصلانی
7495	3	13	20230401	NULL
3730	3	32	20230403	NULL
13867	3	31	20230403	NULL
10665	3	31	20230403	NULL
2395	3	31	20230403	NULL
481	3	31	20230403	NULL
480	3	31	20230403	NULL
23548	3	6	20230403	پیرو درخواست 90 *جهت ارسال به کارگاه *
24873	3	48	20230619	پیرو درخواست 1889 جهت ارسال به کارگاه*
24874	3	48	20230619	پیرو درخواست 1889 جهت ارسال به کارگاه*
24875	3	48	20230619	پیرو درخواست 1889 جهت ارسال به کارگاه*
23877	3	1	20230620	برگشت به انبار جهت ارسال به کارگاه 97 جهت نمونه - پیرو درخواست شماره 1905
24107	3	1	20230620	برگشت به انبار جهت ارسال به کارگاه 97 جهت نمونه - پیرو درخواست شماره 1905
24881	3	6	20230620	برگشت به انبار جهت ارسال به کارگاه 97 جهت نمونه - با هماهنگی خانم تبرایی و آقای بهرنگ و خانم جلالی
24882	3	6	20230620	برگشت به انبار جهت ارسال به کارگاه 97 جهت نمونه - با هماهنگی خانم تبرایی و آقای بهرنگ و خانم جلالی
24881	3	NULL	20230621	برگشت به انبار جهت ارسال به کارگاه 97 جهت نمونه - با هماهنگی خانم تبرایی و خانم جلالی
19435	3	NULL	20230621	NULL
24888	3	NULL	20230621	برگشت به انبار جهت ارسال به کارگاه 97 جهت نمونه - با هماهنگی خانم تبرایی و خانم جلالی
23229	3	6	20230622	برگشت به انبار جهت ارسال به کارگاه 97 جهت نقشه کردن - پیرو درخواست شماره 1940
23229	3	15	20230625	ارسال نمونه جهت نقشه کردن پیرو درخواست 1950با هماهنگی خانم تبرایی *
13740	3	13	20230625	ارسال به شارژ 2 عدد کپسول گاز آمونیاک پیرو درخواست 1962 به شرکت الیکا شیمی  تجارت*
24666	3	1	20230625	ارسال نوار pu  در ابعاد 1/5*1300*3086 میلیمتر جهت اصلاح پیرو درخواست 1914*
4360	3	8	20230626	پیرو درخواست 1611 جهت ارسال به کارگاه *
6578	3	46	20230626	پیرو درخواست 1980 جهت ارسال به کارگاه *
18321	3	1	20230627	پیرو درخواست 1906جهت ارسال به اتحادنو*
8205	3	46	20230627	پیرو درخواست 2000 جهت ارسال به کارگاه*
13872	3	46	20230627	NULL
19571	3	13	20230628	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1939
18712	3	13	20230628	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1873
12549	3	46	20230628	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1894
10803	3	8	20230628	NULL
6843	3	46	20230907	پیرو درخواست 2866 جهت ارسال به کارگاه *
24106	3	8	20230907	پیرو درخواست 2873 جهت ارسال به کارگاه*
14162	3	31	20230702	برگشت به انبار جهت فروش به شرکت پتروفیلم
481	3	31	20230702	برگشت به انبار جهت فروش به شرکت پتروفیلم
482	3	31	20230702	برگشت به انبار جهت فروش به شرکت پتروفیلم
14638	3	15	20230702	برگشت به انبار جهت فروش به کارگاه گروه صنعتی
14639	3	15	20230702	برگشت به انبار جهت فروش به کارگاه گروه صنعتی
24855	3	13	20230702	برگشت به انبار جهت فروش به شرکت پاک لایه سان
502	3	31	20230702	برگشت به انبار جهت فروش به شرکت پاک لایه سان
20889	3	13	20230702	NULL
14640	3	6	20230702	NULL
20150	3	6	20230703	پیرو درخواست 2053 جهت ارسال به کارگاه*
25078	3	2	20230703	پیرو درخواست 2044 جهت اسال به کارگاه *
25067	3	13	20230704	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 2001
13740	3	13	20230704	ارسال به الیکا شیمی جهت شارژ پیرو درخواست 2067 * باهماهنگی خانم تبرایی*
20150	3	6	20230704	پیرو درخواست 2072 جهت ارسال به کارگاه*
24560	3	28	20230704	برگشت به انبار جهت تحویل به آقای آمره جهت انبار کارتن*
968	3	12	20230704	با هماهنگی خانم تبرائی *خانم جلالی *
671	3	12	20230704	با هماهنگی خانم تبرائی *خانم جلالی *
25084	3	13	20230705	NULL
9477	3	22	20230706	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 2021
482	3	31	20230706	کیس کامل کامپیوتر دست دوم جهت ارسال به مارکتینگ*
4068	3	13	20230707	NULL
1771	3	12	20230708	برگشت به انبار جهت فروش به شرکت پاک لایه سان
25098	3	8	20230709	NULL
895	3	29	20230709	ارسال به شارژ پیرو درخواست 2037*
894	3	29	20230709	ارسال به شارژ پیرو درخواست 2037*
891	3	29	20230709	ارسال به شارژ پیرو درخواست 2037*
12532	3	46	20230930	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 2979
23643	3	32	20230930	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 3017
23564	3	13	20230930	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 3091
